0.000000000,0.000918865
0.074515581,0.975664198
0.149031162,0.963732958
0.223546743,0.956171393
0.298062325,0.948163033
0.372577906,0.943072438
0.447093487,0.937880993
0.521609306,0.935323954
0.596124649,0.932273865
0.670640469,0.929692805
0.745155811,0.926565349
0.819671631,0.923725903
0.894186974,0.922432363
0.968702793,0.918759346
1.043218136,0.916947663
1.117733955,0.914224923
1.192249775,0.912056088
1.266765118,0.909540474
1.341280937,0.906691968
1.41579628,0.906322837
1.490312099,0.904358506
1.564827442,0.902650595
1.639343262,0.90149188
1.713858604,0.899046779
1.788374424,0.897304773
1.862889767,0.896657169
1.937405586,0.896408617
